age,balance,duration,campaign,previous,default_cat,housing_cat,loan_cat,recent_pdays,deposit_cat,job_blue-collar,job_entrepreneur,job_other,job_pink-collar,job_self-employed,job_technician,job_white-collar,marital_divorced,marital_married,marital_single,education_primary,education_secondary,education_tertiary,education_unknown,poutcome_failure,poutcome_success,poutcome_unknown
46,0,200,1,2,0,0,0,0.003861003861003861,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1
34,1337,442,1,0,0,0,0,0.0001,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1
59,493,237,1,0,0,0,0,0.0001,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1
35,1750,687,1,3,0,1,0,0.1111111111111111,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0
33,4401,439,1,0,0,0,0,0.0001,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1
35,193,565,1,1,0,1,0,0.07692307692307693,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0
37,5106,244,1,0,0,0,0,0.0001,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1
35,994,400,1,2,0,0,0,0.011494252873563218,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0
38,1101,800,1,0,0,0,0,0.0001,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1
33,129,482,1,1,0,1,1,0.006211180124223602,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0
42,6060,316,1,2,0,1,0,0.002857142857142857,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0
33,55,526,2,3,0,0,0,0.011494252873563218,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0
53,1624,284,3,3,0,0,0,0.011904761904761904,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0
53,341,423,2,0,0,0,0,0.0001,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1
31,2016,209,1,0,0,0,0,0.0001,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1
26,255,457,1,1,0,0,0,0.0125,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0
30,4684,268,3,0,0,1,0,0.0001,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1
24,1052,354,1,0,0,0,0,0.0001,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1
28,1808,309,1,0,0,0,0,0.0001,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1
26,3511,439,2,0,0,0,0,0.0001,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1
35,518,616,1,0,0,1,0,0.0001,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1
28,227,278,1,0,0,0,0,0.0001,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1
30,270,437,1,1,0,0,0,0.0125,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0
32,4733,532,1,0,0,0,0,0.0001,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1
52,6657,917,1,0,0,0,0,0.0001,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1
38,613,242,1,1,0,0,0,0.011627906976744186,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0
34,5462,430,1,0,0,0,0,0.0001,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1
29,674,483,1,5,0,0,0,0.07692307692307693,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0
30,364,306,2,0,0,0,0,0.0001,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1
31,181,325,1,0,0,0,0,0.0001,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1
24,474,551,1,0,0,0,0,0.0001,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1
25,219,458,1,0,0,0,0,0.0001,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1
47,86,387,3,1,0,0,0,0.011494252873563218,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0
33,1170,352,1,0,0,0,0,0.0001,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1
34,18,359,1,0,0,1,1,0.0001,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1
36,197,260,1,0,0,0,0,0.0001,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1
50,938,780,1,0,0,0,0,0.0001,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1
34,1228,580,2,8,0,0,0,0.011904761904761904,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0
54,2156,258,1,5,0,1,0,0.011627906976744186,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0
47,2408,376,1,0,0,0,0,0.0001,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1
31,35,615,1,0,0,0,0,0.0001,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1
36,393,555,2,0,0,1,0,0.0001,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1
35,618,951,1,0,0,0,0,0.0001,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1
25,1608,664,2,0,0,0,0,0.0001,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1
46,699,970,1,1,0,0,0,0.011494252873563218,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0
49,5802,618,2,0,0,0,0,0.0001,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1
47,2749,774,2,1,0,1,0,0.006097560975609756,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0
35,1162,175,1,0,0,0,0,0.0001,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1
30,776,861,2,0,0,0,0,0.0001,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1
31,1619,327,2,0,0,0,0,0.0001,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1
55,139,241,1,0,0,0,0,0.0001,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1
25,2816,327,1,0,0,0,0,0.0001,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1
26,507,380,1,0,0,0,0,0.0001,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1
85,98,416,1,0,0,0,0,0.0001,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1
29,2753,645,1,0,0,0,0,0.0001,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1
39,0,342,3,3,0,0,0,0.045454545454545456,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1
33,498,301,1,0,0,0,0,0.0001,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1
33,700,169,1,2,0,0,0,0.0125,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0
58,4152,750,2,4,0,1,0,0.006097560975609756,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1
61,927,427,3,0,0,0,0,0.0001,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1
50,2252,652,2,0,0,0,0,0.0001,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1
54,0,766,3,3,0,0,0,0.011904761904761904,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0
33,0,227,2,0,0,0,0,0.0001,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1
36,728,230,1,0,0,0,0,0.0001,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1
31,354,502,1,2,0,0,0,0.1111111111111111,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0
24,382,567,2,0,0,0,0,0.0001,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1
29,36252,501,1,0,0,1,0,0.0001,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1
40,158,712,2,0,0,0,0,0.0001,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1
29,734,259,1,1,0,1,1,0.0033783783783783786,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1
30,305,633,1,2,0,0,0,0.011764705882352941,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0
45,10252,675,2,0,0,0,0,0.0001,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1
37,3141,384,2,0,0,0,0,0.0001,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1
28,236,193,1,3,0,0,0,0.011494252873563218,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0
33,5437,267,1,1,0,0,0,0.01098901098901099,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0
33,133,218,1,0,0,0,0,0.0001,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1
45,640,447,1,0,0,1,0,0.0001,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1
25,253,597,1,0,0,0,0,0.0001,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1
41,5060,963,1,3,0,0,0,0.012048192771084338,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0
38,902,301,3,1,0,1,0,0.011111111111111112,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0
47,335,417,1,1,0,0,0,0.013157894736842105,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0
49,1,1076,3,1,0,0,0,0.005714285714285714,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0
42,1451,251,4,0,0,1,0,0.0001,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1
33,1636,592,1,1,0,1,0,0.015151515151515152,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0
36,3221,322,11,0,0,0,0,0.0001,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1
60,316,545,2,4,0,0,0,0.0038022813688212928,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0
33,2044,532,3,0,0,1,0,0.0001,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1
33,557,367,1,0,0,0,0,0.0001,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1
33,489,297,4,1,0,1,0,0.0029940119760479044,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1
32,1138,214,3,3,0,0,0,0.012048192771084338,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0
36,188,1046,3,2,0,1,1,0.003003003003003003,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0
45,1998,237,5,0,0,0,0,0.0001,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1
35,520,458,3,5,0,1,0,0.058823529411764705,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0
38,6368,922,4,0,0,1,0,0.0001,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1
30,2666,781,3,1,0,0,0,0.011235955056179775,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0
31,4182,347,2,0,0,1,0,0.0001,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1
32,3271,949,3,0,0,0,0,0.0001,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1
44,163,364,3,0,0,1,0,0.0001,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1
39,1515,815,6,6,0,1,0,0.005988023952095809,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0
45,803,742,4,0,0,1,0,0.0001,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1
32,400,268,3,0,0,0,0,0.0001,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1
39,2454,716,3,2,0,1,0,0.0038022813688212928,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0
30,533,365,4,0,0,0,0,0.0001,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1
63,2352,475,7,0,0,0,0,0.0001,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1
56,9367,617,2,0,0,0,0,0.0001,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1
26,237,1091,3,0,0,1,0,0.0001,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1
37,444,1063,5,0,0,0,0,0.0001,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1
29,9407,267,6,0,0,0,0,0.0001,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1
24,387,340,8,0,0,0,0,0.0001,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1
35,2971,429,4,2,0,0,0,0.006097560975609756,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0
43,2643,331,5,0,0,0,0,0.0001,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1
39,261,841,4,0,0,0,0,0.0001,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1
59,514,673,6,1,0,0,0,0.011111111111111112,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0
50,5872,762,3,0,0,1,0,0.0001,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1
44,-368,895,1,0,0,1,0,0.0001,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1
35,188,863,1,8,0,1,0,0.01282051282051282,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0
30,61,525,1,0,0,1,0,0.0001,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1
58,2160,1090,1,0,0,1,1,0.0001,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1
37,658,838,1,0,0,1,0,0.0001,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1
39,0,811,2,0,0,1,0,0.0001,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1
31,196,568,1,7,0,1,0,0.002932551319648094,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0
33,94,955,2,0,0,1,0,0.0001,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1
41,326,788,1,0,0,1,0,0.0001,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1
44,-395,894,1,0,0,1,0,0.0001,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1
46,9328,725,3,0,0,1,0,0.0001,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1
30,-522,670,2,6,0,1,1,0.0034965034965034965,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0
35,1286,862,3,1,0,1,0,0.002967359050445104,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1
27,710,653,1,2,0,1,1,0.0029940119760479044,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0
39,3,488,1,0,1,0,0,0.0001,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1
32,0,767,1,0,0,1,0,0.0001,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1
37,141,848,1,3,0,1,0,0.0027472527472527475,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0
31,53,530,1,0,0,1,1,0.0001,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1
30,415,984,1,4,0,1,1,0.0029154518950437317,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0
34,0,611,1,1,0,1,0,0.00546448087431694,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0
31,1979,1205,1,0,0,1,1,0.0001,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1
27,0,837,1,0,0,1,0,0.0001,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1
36,7506,839,2,1,0,1,0,0.005319148936170213,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0
32,752,519,2,5,0,1,0,0.006024096385542169,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0
49,99,687,2,1,0,1,0,0.0029154518950437317,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0
29,266,540,1,0,0,1,0,0.0001,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1
29,27,754,1,0,0,1,0,0.0001,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1
28,524,554,2,0,0,1,0,0.0001,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1
60,5990,396,3,0,0,1,0,0.0001,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1
33,3935,765,1,2,0,1,0,0.0029239766081871343,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0
35,991,1489,3,0,0,1,0,0.0001,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1
31,59,1347,2,1,0,1,1,0.0027548209366391185,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0
40,1598,1074,4,3,0,1,1,0.0029069767441860465,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0
29,0,667,2,0,0,1,0,0.0001,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1
35,802,686,2,0,0,1,0,0.0001,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1
32,2465,923,1,0,0,1,1,0.0001,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1
26,114,457,1,0,0,1,0,0.0001,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1
42,1461,757,2,3,0,1,0,0.0058823529411764705,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0
33,475,1046,1,0,0,1,0,0.0001,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1
36,4,855,2,1,0,1,0,0.0029239766081871343,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0
35,1618,542,1,0,0,1,1,0.0001,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1
30,-271,609,1,1,0,1,0,0.002967359050445104,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0
59,2166,574,1,0,0,1,1,0.0001,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1
44,4031,983,4,0,0,1,0,0.0001,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1
50,5024,661,1,11,0,1,1,0.003745318352059925,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1
51,-1944,623,1,0,0,1,0,0.0001,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1
51,3025,476,1,1,0,0,0,0.002840909090909091,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1
60,2090,957,2,0,0,1,0,0.0001,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1
29,0,347,2,6,0,1,0,0.002967359050445104,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0
43,1429,1030,1,3,0,1,0,0.005917159763313609,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0
31,0,895,2,2,0,1,0,0.003389830508474576,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0
26,311,798,2,0,0,1,0,0.0001,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1
23,66,1391,2,0,0,1,0,0.0001,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1
49,2146,1516,2,2,0,1,0,0.0028328611898017,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1
42,356,787,3,2,0,1,0,0.0028089887640449437,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0
39,62,877,3,0,0,1,0,0.0001,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1
45,-106,553,3,1,1,1,1,0.003472222222222222,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1
45,608,1135,3,30,0,1,1,0.0030959752321981426,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0
39,291,882,2,0,0,1,0,0.0001,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1
45,-184,878,3,5,0,1,0,0.0058823529411764705,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0
39,2345,491,2,2,0,1,0,0.0029069767441860465,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0
23,4,763,1,0,0,1,0,0.0001,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1
57,6005,704,1,6,0,1,0,0.0030959752321981426,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0
32,333,501,2,0,0,1,0,0.0001,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1
29,3041,606,3,0,0,1,0,0.0001,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1
42,4,579,2,1,0,1,0,0.003389830508474576,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0
47,603,1080,1,0,0,1,1,0.0001,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
36,0,308,3,0,0,1,0,0.0001,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1
57,830,662,1,1,0,1,1,0.0027247956403269754,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0
36,962,568,1,0,0,1,0,0.0001,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1
53,185,1448,2,0,0,1,0,0.0001,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1
56,-9,728,1,0,0,1,1,0.0001,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
33,891,398,2,0,0,0,0,0.0001,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1
59,148,685,2,1,0,1,1,0.00273224043715847,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1
47,1374,479,2,3,0,0,1,0.002785515320334262,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0
42,-556,682,3,3,0,1,1,0.002881844380403458,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0
38,1612,423,1,0,0,1,0,0.0001,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1
40,0,657,1,0,0,1,0,0.0001,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1
41,-109,1038,1,1,0,1,1,0.002702702702702703,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0
43,580,1514,1,2,0,1,0,0.0035211267605633804,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0
24,4500,733,2,0,0,1,0,0.0001,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1
40,-192,666,1,0,0,1,0,0.0001,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1
40,-438,1017,1,0,0,0,0,0.0001,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1
34,-701,610,2,0,0,1,0,0.0001,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1
36,1400,608,3,0,0,1,0,0.0001,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1
38,5293,475,1,6,0,1,0,0.005847953216374269,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0
39,785,1232,2,0,0,1,0,0.0001,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1
25,373,819,2,0,0,1,0,0.0001,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1
39,763,877,7,2,0,1,0,0.0033333333333333335,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1
41,1236,911,3,0,0,1,0,0.0001,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1
36,-811,365,2,0,0,1,0,0.0001,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1
34,7279,882,1,0,0,1,0,0.0001,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1
34,479,515,1,5,0,1,0,0.002857142857142857,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0
38,199,1203,1,1,0,1,0,0.0032679738562091504,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0
40,1808,560,1,0,0,1,0,0.0001,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1
31,2,703,4,0,0,1,1,0.0001,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1
37,-106,690,1,0,0,1,1,0.0001,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1
58,670,1272,1,0,0,1,0,0.0001,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1
48,-361,1062,3,3,0,1,0,0.0028653295128939827,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1
35,159,826,1,0,0,1,1,0.0001,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1
34,151,590,1,1,0,1,0,0.002702702702702703,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1
51,518,918,1,0,0,1,0,0.0001,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1
39,5073,1182,1,4,0,1,0,0.0034965034965034965,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0
39,607,454,2,3,0,1,0,0.0027472527472527475,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0
36,-308,725,1,0,0,1,0,0.0001,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
47,367,309,1,4,0,1,0,0.0032679738562091504,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0
35,855,549,1,1,0,1,0,0.0033333333333333335,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0
33,1240,844,1,0,0,1,0,0.0001,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1
47,663,409,1,6,0,1,1,0.0036496350364963502,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1
38,895,1531,1,0,0,1,0,0.0001,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1
46,804,1063,2,1,0,1,0,0.002770083102493075,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0
42,-407,829,7,0,0,1,1,0.0001,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1
47,802,289,2,0,0,1,1,0.0001,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1
37,912,637,3,22,0,1,0,0.003048780487804878,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1
31,355,609,1,0,0,1,0,0.0001,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1
46,3,614,3,0,0,1,1,0.0001,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1
36,0,398,6,0,0,1,0,0.0001,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1
40,1836,750,2,0,0,1,0,0.0001,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1
39,1425,775,3,0,0,1,0,0.0001,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1
45,963,528,5,0,0,1,0,0.0001,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1
